,city,country,population,year
4118,Rawalpindi,Pakistan,1409768.0,1998
8291,Porto Alegre,Brazil,1409351.0,2010
7046,San Antonio,United States,1409019.0,2013
9032,Brazzaville,Congo,1408150.0,2010
77,Beograd,Serbia,1407073.0,1987
5349,Fukuoka,Japan,1401279.0,2005
7366,Santo Domingo,Dominican Republic,1400000.0,1987
5078,Al Basrah,Iraq,1400000.0,2003
5924,Puebla,Mexico,1399519.0,2005
4439,Ludhiana,India,1398467.0,2001
3863,Tabriz,Iran,1398060.0,2006
7843,Manaus,Brazil,1396768.0,2000
2016,Yekaterinburg,Russia,1396074.0,2013
3426,Fuzhou,China,1395739.0,1990
5131,Dimashq,Syria,1394322.0,1994
7667,Perth,Australia,1393002.0,2001
3664,Anshan,China,1390000.0,1991
5226,Kawasaki,Japan,1388481.0,2012
5298,Kobe,Japan,1388000.0,1995
4068,Karaj,Iran,1386030.0,2006
5280,Kyoto,Japan,1382113.0,2012
8077,Belém,Brazil,1381475.0,2010
3709,Weifang,China,1380300.0,2000
3511,Qiqihar,China,1380000.0,1991
5541,Kalookan,Philippines,1378856.0,2007
9031,Brazzaville,Congo,1373382.0,2007
8799,Maracaibo,Venezuela,1372724.0,2000
3490,Shijiazhuang,China,1372109.0,1990
873,Milano,Italy,1371008.0,1991
5399,Daejeon,South Korea,1368207.0,2000
4356,Patna,India,1366444.0,2001
4655,Almaty,Kazakhstan,1365632.0,2009
2013,Yekaterinburg,Russia,1364621.0,1989
5528,Davao,Philippines,1363337.0,2007
9326,Dar es Salaam,Tanzania,1360850.0,1988
2848,København,Denmark,1358540.0,1987
6293,San Diego,United States,1355896.0,2013
4997,Semarang,Indonesia,1353047.0,2000
5395,Gwangju,South Korea,1352797.0,2000
3665,Fushun,China,1350000.0,1991
3626,Nanchang,China,1350000.0,1991
2015,Yekaterinburg,Russia,1349772.0,2010
607,München,Germany,1348335.0,2011
9495,Nairobi,Kenya,1346000.0,1989
1717,Nizhnii Novgorod,Russia,1344474.0,1979
8152,Recife,Brazil,1342877.0,1996
5348,Fukuoka,Japan,1341470.0,2000
3772,Hangzhou,China,1340000.0,1991
5056,Makassar,Indonesia,1338663.0,2010
3570,Changsha,China,1330000.0,1991
3569,Changsha,China,1328950.0,1990
7045,San Antonio,United States,1327558.0,2010
5224,Kawasaki,Japan,1327011.0,2005
5024,Tangerang,Indonesia,1325854.0,2000
6244,Phoenix,United States,1323107.0,2000
5715,Ciudad Juárez,Mexico,1321004.0,2010
8290,Porto Alegre,Brazil,1320739.0,2000
3491,Shijiazhuang,China,1320000.0,1991
8664,Montevideo,Uruguay,1318755.0,2011
8107,Curitiba,Brazil,1315035.0,1991
2083,Novosibirsk,Russia,1312480.0,1979
1719,Nizhnii Novgorod,Russia,1311252.0,2002
4366,Vadodara,India,1306227.0,2001
4486,Meerut,India,1305429.0,2011
7634,Brisbane,Australia,1302000.0,1990
6292,San Diego,United States,1301621.0,2010
5714,Ciudad Juárez,Mexico,1301452.0,2005
5680,Tijuana,Mexico,1300983.0,2010
2427,Sofia,Bulgaria,1300000.0,1987
8151,Recife,Brazil,1298229.0,1991
4572,Kuala Lumpur,Malaysia,1297526.0,2000
7940,Goiânia,Brazil,1297076.0,2010
7666,Perth,Australia,1295100.0,1996
5113,Makkah,Saudi Arabia,1294106.0,2004
2014,Yekaterinburg,Russia,1293537.0,2002
5026,Tangerang Selatan,Indonesia,1290322.0,2010
3629,Fuzhou,China,1290000.0,1991
546,Praha,Czech Republic,1289556.0,2011
4370,Rajkot,India,1286678.0,2011
8289,Porto Alegre,Brazil,1286251.0,1996
5679,Tijuana,Mexico,1286187.0,2005
4479,Agra,India,1275134.0,2001
5347,Fukuoka,Japan,1273000.0,1995
8076,Belém,Brazil,1272354.0,2000
5398,Daejeon,South Korea,1272143.0,1995
5923,Puebla,Mexico,1271673.0,2000
9428,Omdurman,Sudan,1271403.0,1993
2429,Sofia,Bulgaria,1270284.0,2011
3638,Jilin,China,1270000.0,1991
9073,Lusaka,Zambia,1269848.0,2000
8663,Montevideo,Uruguay,1269648.0,2004
7745,Córdoba,Argentina,1267774.0,2001
3885,Esfahan,Iran,1266072.0,1996
7652,Adelaide,Australia,1262940.0,2011
3625,Nanchang,China,1262031.0,1990
4415,Thane,India,1261517.0,2001
1721,Nizhnii Novgorod,Russia,1259921.0,2013
7051,Dallas,United States,1257676.0,2013
5394,Gwangju,South Korea,1257504.0,1995
7712,San Justo,Argentina,1256724.0,2001
605,München,Germany,1256638.0,1992
5841,Nezahualcóyotl,Mexico,1255456.0,1990
1808,Samara,Russia,1254460.0,1989
4996,Semarang,Indonesia,1250971.0,1990
1720,Nizhnii Novgorod,Russia,1250619.0,2010
5107,Riyadh,Saudi Arabia,1250000.0,1987
5223,Kawasaki,Japan,1249905.0,2000
8797,Maracaibo,Venezuela,1249670.0,1990
8288,Porto Alegre,Brazil,1247529.0,1991
4413,Kalyan,India,1247327.0,2011
8661,Montevideo,Uruguay,1247000.0,1987
4254,Tbilisi,Georgia,1243150.0,1989
875,Milano,Italy,1242123.0,2011
8662,Montevideo,Uruguay,1240503.0,1996
5750,León,Mexico,1238962.0,2010
5842,Nezahualcóyotl,Mexico,1233681.0,1995
3901,Shiraz,Iran,1227331.0,2006
4324,Mandalay,Myanmar,1225133.0,2014
5843,Nezahualcóyotl,Mexico,1225083.0,2000
5179,Saitama,Japan,1223954.0,2012
6291,San Diego,United States,1222920.0,2000
5178,Saitama,Japan,1222434.0,2010
8408,Guarulhos,Brazil,1221979.0,2010
3884,Esfahan,Iran,1220595.0,1994
5846,Ecatepec,Mexico,1218135.0,1990
1807,Samara,Russia,1216233.0,1979
544,Praha,Czech Republic,1215000.0,1990
7483,Barranquilla,Colombia,1212943.0,2014
2012,Yekaterinburg,Russia,1211172.0,1979
606,München,Germany,1210223.0,2000
6745,Detroit,United States,1203368.0,1980
4250,Yerevan,Armenia,1200000.0,1987
3802,Baotou,China,1200000.0,1991
4253,Tbilisi,Georgia,1200000.0,1987
3414,Huainan,China,1200000.0,1991
4477,Varanasi,India,1198491.0,2011
7050,Dallas,United States,1197787.0,2010
4121,Multan,Pakistan,1197384.0,1998
7237,Managua,Nicaragua,1195000.0,1994
2600,Bursa,Turkey,1194687.0,2000
4412,Kalyan,India,1193266.0,2001
7665,Perth,Australia,1193000.0,1990
3862,Tabriz,Iran,1191043.0,1996
3533,Luoyang,China,1190000.0,1991
9550,Kampala,Uganda,1189142.0,2002
7049,Dallas,United States,1187742.0,2000
5713,Ciudad Juárez,Mexico,1187275.0,2000
1349,Dnipropetrovs´k,Ukraine,1187000.0,1990
5222,Kawasaki,Japan,1187000.0,1995
604,München,Germany,1185421.0,1987
9204,Harare,Zimbabwe,1184169.0,1992
874,Milano,Italy,1182693.0,2001
4377,Srinagar,India,1180570.0,2011
1348,Dnipropetrovs´k,Ukraine,1178000.0,1989
5540,Kalookan,Philippines,1177604.0,2000
5177,Saitama,Japan,1176314.0,2005
1770,Kazan,Russia,1176187.0,2013
4423,Aurangabad,India,1175116.0,2011
5330,Hiroshima,Japan,1173843.0,2010
4653,Almaty,Kazakhstan,1172400.0,1995
1811,Samara,Russia,1171598.0,2013
5480,Dubai,United Arab Emirates,1171000.0,2003
9253,Kumasi,Ghana,1170270.0,2000
545,Praha,Czech Republic,1169106.0,2001
4176,Hyderabad,Pakistan,1166894.0,1998
3861,Tabriz,Iran,1166203.0,1994
1810,Samara,Russia,1164685.0,2010
5331,Hiroshima,Japan,1164654.0,2012
3816,Wulumuqi,China,1160775.0,1990
2092,Omsk,Russia,1160670.0,2013
3817,Wulumuqi,China,1160000.0,1991
3791,Nanning,China,1159099.0,1990
4343,Nay Pyi Taw,Myanmar,1158367.0,2014
7842,Manaus,Brazil,1158265.0,1996
1809,Samara,Russia,1157880.0,2002
5922,Puebla,Mexico,1157625.0,1995
7744,Córdoba,Argentina,1157507.0,1991
2090,Omsk,Russia,1156849.0,2002
2034,Chelyabinsk,Russia,1156201.0,2013
5329,Hiroshima,Japan,1154391.0,2005
2091,Omsk,Russia,1154116.0,2010
9161,Nelson Mandela Bay,South Africa,1152115.0,2011
7044,San Antonio,United States,1151314.0,2000
5678,Tijuana,Mexico,1148681.0,2000
2089,Omsk,Russia,1148418.0,1989
5527,Davao,Philippines,1147116.0,2000
4571,Kuala Lumpur,Malaysia,1145075.0,1991
4959,Palembang,Indonesia,1144279.0,1990
1769,Kazan,Russia,1143535.0,2010
5795,Zapopan,Mexico,1142483.0,2010
8075,Belém,Brazil,1142258.0,1996
2031,Chelyabinsk,Russia,1141777.0,1989
5749,León,Mexico,1137465.0,2005
5844,Nezahualcóyotl,Mexico,1136300.0,2005
9003,Luanda,Angola,1136000.0,1987
5895,Monterrey,Mexico,1135512.0,2010
5328,Hiroshima,Japan,1134134.0,2000
5176,Saitama,Japan,1133300.0,2000
5894,Monterrey,Mexico,1133070.0,2005
4115,Gujranwala,Pakistan,1132509.0,1998
4443,Amritsar,India,1132383.0,2011
2549,Adana,Turkey,1130710.0,2000
4654,Almaty,Kazakhstan,1130621.0,1999
2033,Chelyabinsk,Russia,1130132.0,2010
9511,Dakar,Senegal,1121935.0,2009
7711,San Justo,Argentina,1121298.0,1991
4992,Depok,Indonesia,1120892.0,2000
1364,Donets´k,Ukraine,1117000.0,1990
7804,Santa Cruz de la Sierra,Bolivia,1116059.0,2001
1418,Odesa,Ukraine,1115000.0,1989
1363,Donets´k,Ukraine,1113000.0,1989
7482,Barranquilla,Colombia,1112889.0,2005
4483,Allahabad,India,1112544.0,2011
3957,Ahvaz,Iran,1112021.0,2011
5893,Monterrey,Mexico,1110909.0,2000
6290,San Diego,United States,1110549.0,1990
3498,Handan,China,1110000.0,1991
3741,Datong,China,1110000.0,1991
8798,Maracaibo,Venezuela,1108700.0,1992
7651,Adelaide,Australia,1107986.0,2001
2715,Konya,Turkey,1107886.0,2012
1419,Odesa,Ukraine,1106000.0,1990
1768,Kazan,Russia,1105289.0,2002
2032,Chelyabinsk,Russia,1104648.0,2002
5845,Nezahualcóyotl,Mexico,1104585.0,2010
4111,Faisalabad,Pakistan,1104209.0,1981
1851,Rostov-na-Donu,Russia,1103733.0,2013
2339,Amsterdam,Netherlands,1101407.0,1995
8810,Quito,Ecuador,1100847.0,1990
5055,Makassar,Indonesia,1100019.0,2000
5148,Bayrūt,Lebanon,1100000.0,1994
3410,Hefei,China,1099523.0,1990
5327,Hiroshima,Japan,1099000.0,1995
6086,Calgary,Canada,1096833.0,2011
9606,Maputo,Mozambique,1094628.0,2007
1767,Kazan,Russia,1094378.0,1989
4476,Varanasi,India,1091918.0,2001
2428,Sofia,Bulgaria,1091772.0,2001
4391,Indore,India,1091674.0,1991
1914,Perm,Russia,1090944.0,1989
3775,Ningbo,China,1090000.0,1991
1850,Rostov-na-Donu,Russia,1089261.0,2010
5892,Monterrey,Mexico,1088023.0,1995
3268,Birmingham,United Kingdom,1085810.0,2011
7939,Goiânia,Brazil,1085806.0,2000
1878,Ufa,Russia,1082052.0,1989
5405,Ulsan,South Korea,1081985.0,2010
5419,Changwon,South Korea,1079837.0,2005
5418,Changwon,South Korea,1079359.0,2000
2358,Rotterdam,Netherlands,1078747.0,1995
7650,Adelaide,Australia,1078400.0,1996
1881,Ufa,Russia,1077719.0,2013
4501,Haora,India,1077075.0,2011
4418,Nashik,India,1076967.0,2001
4074,Qom,Iran,1074036.0,2011
2574,Antalya,Turkey,1073794.0,2012
4521,Ranchi,India,1073427.0,2011
4255,Tbilisi,Georgia,1073345.0,2002
3792,Nanning,China,1070000.0,1991
5891,Monterrey,Mexico,1068996.0,1990
4485,Meerut,India,1068772.0,2001
1849,Rostov-na-Donu,Russia,1068267.0,2002
4252,Yerevan,Armenia,1066264.0,2013
1350,Dnipropetrovs´k,Ukraine,1065008.0,2001
5409,Suwon,South Korea,1064951.0,2010
7481,Barranquilla,Colombia,1064255.0,1995
4388,Bhopal,India,1062771.0,1991
5420,Changwon,South Korea,1062731.0,2010
1880,Ufa,Russia,1062319.0,2010
8412,Campinas,Brazil,1061540.0,2010
4251,Yerevan,Armenia,1060138.0,2011
4396,Jabalpur,India,1055525.0,2011
4488,Faridabad,India,1054981.0,2001
968,Nápoli,Italy,1054601.0,1991
4399,Gwalior,India,1054420.0,2011
3900,Shiraz,Iran,1053025.0,1996
4465,Coimbatore,India,1050721.0,2011
7649,Adelaide,Australia,1050000.0,1990
8407,Guarulhos,Brazil,1049668.0,2000
5404,Ulsan,South Korea,1049177.0,2005
2548,Adana,Turkey,1047300.0,1994
5165,Sendai,Japan,1045986.0,2010
5408,Suwon,South Korea,1044113.0,2005
3899,Shiraz,Iran,1042801.0,1994
4438,Ludhiana,India,1042740.0,1991
1879,Ufa,Russia,1042437.0,2002
4349,Vijayawada,India,1034358.0,2011
4450,Jodhpur,India,1033756.0,2011
4365,Vadodara,India,1031346.0,1991
2030,Chelyabinsk,Russia,1029522.0,1979
1420,Odesa,Ukraine,1029049.0,2001
7240,Managua,Nicaragua,1028808.0,2012
6746,Detroit,United States,1027974.0,1990
8976,Niamey,Niger,1026848.0,2012
5794,Zapopan,Mexico,1026492.0,2005
5164,Sendai,Japan,1025126.0,2005
5539,Kalookan,Philippines,1023000.0,1995
1792,Volgograd,Russia,1021215.0,2010
5748,León,Mexico,1020818.0,2000
5166,Sendai,Japan,1020241.0,2012
1848,Rostov-na-Donu,Russia,1019305.0,1989
1793,Volgograd,Russia,1018790.0,2013
4462,Madurai,India,1017865.0,2011
6187,Montréal,Canada,1017666.0,1991
4893,Shubra al Khimah,Egypt,1016722.0,2006
2122,Krasnoyarsk,Russia,1016385.0,2013
8884,Bamako,Mali,1016296.0,1998
1365,Donets´k,Ukraine,1016194.0,2001
5632,Taichung,Taiwan,1015138.0,1996
5403,Ulsan,South Korea,1014428.0,2000
2088,Omsk,Russia,1014246.0,1979
1917,Perm,Russia,1013887.0,2013
5352,Kitakyushu,Japan,1012000.0,1995
5353,Kitakyushu,Japan,1011471.0,2000
1791,Volgograd,Russia,1011417.0,2002
9443,Monrovia,Liberia,1010970.0,2008
4517,Raipur,India,1010433.0,2011
1421,Odesa,Ukraine,1008162.0,2012
5163,Sendai,Japan,1008130.0,2000
4500,Haora,India,1007532.0,2001
5921,Puebla,Mexico,1007170.0,1990
5526,Davao,Philippines,1007000.0,1995
7048,Dallas,United States,1006877.0,1990
7841,Manaus,Brazil,1006585.0,1991
4430,Pimpri Chinchwad,India,1006417.0,2001
9160,Nelson Mandela Bay,South Africa,1005779.0,2001
685,Köln,Germany,1005775.0,2011
2692,Kayseri,Turkey,1004276.0,2012
4442,Amritsar,India,1003917.0,2001
1742,Voronezh,Russia,1003638.0,2013
5485,Sana'a,Yemen,1003627.0,1994
4823,Kathmandu,Nepal,1003285.0,2011
4453,Kota,India,1001694.0,2011
1915,Perm,Russia,1001653.0,2002
3411,Hefei,China,1000000.0,1991
1351,Dnipropetrovs´k,Ukraine,999577.0,2012
1913,Perm,Russia,999157.0,1979
8206,São Gonçalo,Brazil,998999.0,2010
1790,Volgograd,Russia,998894.0,1989
6298,San Jose,United States,998537.0,2013
7938,Goiânia,Brazil,998520.0,1996
2599,Bursa,Turkey,996600.0,1994
5712,Ciudad Juárez,Mexico,995770.0,1995
9117,Kaduna,Nigeria,993642.0,1991
5354,Kitakyushu,Japan,993525.0,2005
969,Nápoli,Italy,993386.0,2001
1766,Kazan,Russia,992675.0,1979
5657,Ciudad de Guatemala,Guatemala,992541.0,2012
1916,Perm,Russia,991162.0,2010
7491,Cartagena,Colombia,990179.0,2014
6085,Calgary,Canada,988193.0,2006
3883,Esfahan,Iran,986753.0,1986
3956,Ahvaz,Iran,985614.0,2006
6243,Phoenix,United States,983403.0,1990
4345,Visakhapatnam,India,982904.0,2001
4100,Peshawar,Pakistan,982816.0,1998
9072,Lusaka,Zambia,982362.0,1990
5355,Kitakyushu,Japan,976846.0,2010
5133,Halab,Syria,976727.0,1987
4482,Allahabad,India,975393.0,2001
1741,Voronezh,Russia,975373.0,2010
5356,Kitakyushu,Japan,974691.0,2012
2121,Krasnoyarsk,Russia,973826.0,2010
8406,Guarulhos,Brazil,972766.0,1996
3860,Tabriz,Iran,971482.0,1986
3267,Birmingham,United Kingdom,970892.0,2001
9159,Nelson Mandela Bay,South Africa,969771.0,1996
1877,Ufa,Russia,969289.0,1979
9272,Accra,Ghana,969195.0,1984
4511,Ghaziabad,India,968256.0,2001
4369,Rajkot,India,967476.0,2001
5402,Ulsan,South Korea,967394.0,1995
5162,Sendai,Japan,967000.0,1995
9605,Maputo,Mozambique,966837.0,1997
5677,Tijuana,Mexico,966097.0,1995
3266,Birmingham,United Kingdom,965928.0,1991
4073,Qom,Iran,964706.0,2006
684,Köln,Germany,962884.0,2000
970,Nápoli,Italy,962003.0,2011
863,Torino,Italy,961916.0,1991
5187,Chiba,Japan,961749.0,2010
683,Köln,Germany,960631.0,1992
7960,São Luís,Brazil,958522.0,2010
8921,Nouakchott,Mauritania,958399.0,2013
9510,Dakar,Senegal,955897.0,2002
1366,Donets´k,Ukraine,955041.0,2012
7791,La Paz,Bolivia,953400.0,1987
7796,El Alto,Bolivia,953253.0,2010
8411,Campinas,Brazil,953218.0,2000
6297,San Jose,United States,952576.0,2010
2232,Bruxelles,Belgium,951580.0,1995
4395,Jabalpur,India,951469.0,2001
5413,Seongnam,South Korea,951424.0,2010
9413,N'Djamena,Chad,951418.0,2009
6747,Detroit,United States,951232.0,2000
4499,Haora,India,950435.0,1991
4983,Bogor,Indonesia,950334.0,2010
9427,Khartoum,Sudan,947483.0,1993
5407,Suwon,South Korea,946704.0,2000
5054,Makassar,Indonesia,944685.0,1990
4974,Batam,Indonesia,944285.0,2010
5656,Ciudad de Guatemala,Guatemala,942348.0,2002
5747,León,Mexico,941626.0,1995
4460,Madurai,India,940989.0,1991
4067,Karaj,Iran,940968.0,1996
9489,Mombasa,Kenya,938131.0,2009
7239,Managua,Nicaragua,937489.0,2005
5188,Chiba,Japan,937146.0,2012
7043,San Antonio,United States,935933.0,1990
5412,Seongnam,South Korea,934984.0,2005
1847,Rostov-na-Donu,Russia,934095.0,1979
7832,Maceió,Brazil,932129.0,2010
9604,Maputo,Mozambique,931591.0,1991
4464,Coimbatore,India,930882.0,2001
4475,Varanasi,India,929270.0,1991
4461,Madurai,India,928869.0,2001
1789,Volgograd,Russia,928692.0,1979
1740,Voronezh,Russia,928410.0,2002
682,Köln,Germany,928309.0,1987
5186,Chiba,Japan,924319.0,2005
8956,Fès,Morocco,920740.0,2004
5105,Al Madinah,Saudi Arabia,918889.0,2004
4355,Patna,India,917243.0,1991
2547,Adana,Turkey,916150.0,1990
9513,Pikine,Senegal,915300.0,2009
5411,Seongnam,South Korea,914590.0,2000
7937,Goiânia,Brazil,913485.0,1991
2119,Krasnoyarsk,Russia,912629.0,1989
5793,Zapopan,Mexico,910690.0,2000
2120,Krasnoyarsk,Russia,909341.0,2002
8410,Campinas,Brazil,907996.0,1996
7781,Rosario,Argentina,907718.0,1991
7782,Rosario,Argentina,906004.0,2001
1826,Saratov,Russia,904643.0,1989
7047,Dallas,United States,904599.0,1980
6296,San Jose,United States,903937.0,2000
8750,Valencia,Venezuela,903621.0,1990
7238,Managua,Nicaragua,903100.0,1995
4811,Bishkek,Kyrgyzstan,901700.0,2014
1122,Rīga,Latvia,900000.0,1987
4376,Srinagar,India,898440.0,2001
9002,Luanda,Angola,898000.0,1983
4953,Pekanbaru,Indonesia,897767.0,2010
5450,Goyang,South Korea,897174.0,2010
7490,Cartagena,Colombia,895400.0,2005
2619,Diyarbakir,Turkey,892713.0,2012
3405,Kabul,Afghanistan,892000.0,1987
4478,Agra,India,891790.0,1991
8205,São Gonçalo,Brazil,891119.0,2000
1454,Zaporizhzhia,Ukraine,891000.0,1990
5185,Chiba,Japan,887164.0,2000
18,Athina,Greece,885737.0,1981
7061,Austin,United States,885400.0,2013
3450,Shantou,China,884543.0,1990
9390,Douala,Cameroon,884000.0,1991
6123,Ottawa,Canada,883391.0,2011
4968,Bandar Lampung,Indonesia,881801.0,2010
3064,Stockholm,Sweden,881235.0,2012
1453,Zaporizhzhia,Ukraine,881000.0,1989
7290,Panamá City,Panama,880691.0,2010
6084,Calgary,Canada,879003.0,2001
2659,Mersin,Turkey,876958.0,2012
7372,Port-au-Prince,Haiti,875978.0,2009
8765,Barquisimeto,Venezuela,875788.0,2000
6289,San Diego,United States,875538.0,1980
3454,Shenzhen,China,875176.0,1990
1827,Saratov,Russia,873055.0,2002
4422,Aurangabad,India,872667.0,2001
865,Torino,Italy,872367.0,2011
4892,Shubra al Khimah,Egypt,870775.0,1996
5410,Seongnam,South Korea,869243.0,1995
5449,Goyang,South Korea,866846.0,2005
4810,Bishkek,Kyrgyzstan,865100.0,2009
864,Torino,Italy,857433.0,2001
1825,Saratov,Russia,855702.0,1979
4304,Khulna,Bangladesh,855650.0,2008
9200,Cape Town,South Africa,855000.0,1991
2641,Gaziantep,Turkey,853513.0,2000
5453,Yongin,South Korea,852505.0,2010
8210,Duque de Caxias,Brazil,852138.0,2010
1184,Łódź,Poland,852000.0,1990
3869,Kermanshah,Iran,851405.0,2011
9048,Lubumbashi,Zaire,851381.0,1994
4348,Vijayawada,India,851282.0,2001
223,Marseille,France,850636.0,2011
5792,Zapopan,Mexico,850315.0,1995
7431,Tegucigalpa,Honduras,850227.0,2001
5094,Erbil,Iraq,850000.0,2003
8074,Belém,Brazil,849187.0,1991
7797,El Alto,Bolivia,848840.0,2012
3898,Shiraz,Iran,848289.0,1986
5456,Bucheon,South Korea,847841.0,2010
4520,Ranchi,India,847093.0,2001
222,Marseille,France,847084.0,2006
4449,Jodhpur,India,846408.0,2001
7371,Port-au-Prince,Haiti,846247.0,1995
4608,Haiphong,Vietnam,846191.0,2009
6652,Indianapolis,United States,843393.0,2013
5184,Chiba,Japan,843000.0,1995
6542,Jacksonville,United States,842583.0,2013
5288,Sakai,Japan,841966.0,2010
1829,Saratov,Russia,839755.0,2013
9151,Lomé,Togo,839566.0,2010
5455,Bucheon,South Korea,838801.0,2005
5289,Sakai,Japan,838675.0,2012
1828,Saratov,Russia,837900.0,2010
7959,São Luís,Brazil,837584.0,2000
6303,San Francisco,United States,837442.0,2013
7793,La Paz,Bolivia,835361.0,2010
5853,Naucalpan,Mexico,835053.0,2000
2598,Bursa,Turkey,834576.0,1990
4950,Padang,Indonesia,833562.0,2010
8752,Valencia,Venezuela,832229.0,2000
5287,Sakai,Japan,830966.0,2005
5286,Sakai,Japan,829636.0,2000
3063,Stockholm,Sweden,829417.0,2009
9034,Pointe-Noire,Congo,829134.0,2010
3954,Ahvaz,Iran,828380.0,1994
8204,São Gonçalo,Brazil,827967.0,1996
4398,Gwalior,India,826919.0,2001
3591,Wuxi,China,826833.0,1990
8409,Campinas,Brazil,824924.0,1991
1739,Voronezh,Russia,824172.0,1979
4110,Faisalabad,Pakistan,823343.0,1972
5655,Ciudad de Guatemala,Guatemala,823301.0,1994
6942,Columbus,United States,822553.0,2013
5852,Naucalpan,Mexico,822358.0,1995
8920,Nouakchott,Mauritania,822207.0,2010
6541,Jacksonville,United States,821784.0,2010
4411,Kalyan,India,820562.0,1991
6651,Indianapolis,United States,820442.0,2010
5016,Malang,Indonesia,820243.0,2010
19,Athina,Greece,816556.0,1991
4463,Coimbatore,India,816321.0,1991
1455,Zaporizhzhia,Ukraine,815256.0,2001
4761,Astana,Kazakhstan,814401.0,2014
5239,Niigata,Japan,813847.0,2005
2342,Amsterdam,Netherlands,812895.0,2014
6082,Edmonton,Canada,812201.0,2011
6122,Ottawa,Canada,812129.0,2006
5240,Niigata,Japan,811901.0,2010
7060,Austin,United States,810759.0,2010
9389,Douala,Cameroon,809852.0,1987
5710,Chihuahua,Mexico,809232.0,2010
3155,Lisboa,Portugal,807937.0,1981
9046,Mbuji-Mayi,Zaire,806475.0,1994
6302,San Francisco,United States,805235.0,2010
3955,Ahvaz,Iran,804980.0,1996
5262,Hamamatsu,Japan,804032.0,2005
8280,Natal,Brazil,803739.0,2010
4414,Thane,India,803389.0,1991
8845,Oran,Algeria,803329.0,2008
5241,Niigata,Japan,802778.0,2012
8934,Marrakech,Morocco,801043.0,2004
8211,Nova Iguaçu,Brazil,801036.0,1996
5263,Hamamatsu,Japan,800866.0,2010
220,Marseille,France,800550.0,1990
7369,Port-au-Prince,Haiti,800000.0,1987
8880,Benghazi,Libya,800000.0,1990
5515,Cebu,Philippines,798809.0,2007
221,Marseille,France,798430.0,1999
1411,L´viv,Ukraine,798000.0,1990
2118,Krasnoyarsk,Russia,796305.0,1979
7831,Maceió,Brazil,795804.0,2000
3512,Yichun,China,795789.0,1990
3868,Kermanshah,Iran,794863.0,2006
4117,Rawalpindi,Pakistan,794843.0,1981
6915,Charlotte,United States,792862.0,2013
4481,Allahabad,India,792858.0,1991
7066,Fort Worth,United States,792727.0,2013
5854,Naucalpan,Mexico,792226.0,2005
5855,Naucalpan,Mexico,792211.0,2010
482,Valencia,Spain,792054.0,2011
5264,Hamamatsu,Japan,791710.0,2012
1410,L´viv,Ukraine,791000.0,1989
6242,Phoenix,United States,789704.0,1980
7792,La Paz,Bolivia,789585.0,2001
5711,Ciudad Juárez,Mexico,789522.0,1990
1185,Łódź,Poland,789318.0,2002
20,Athina,Greece,789166.0,2001
6941,Columbus,United States,788626.0,2010
5030,Denpasar,Indonesia,788589.0,2010
4809,Bishkek,Kyrgyzstan,787700.0,1999
8213,Nova Iguaçu,Brazil,787563.0,2010
6720,Baltimore,United States,786741.0,1980
5261,Hamamatsu,Japan,786306.0,2000
7042,San Antonio,United States,785940.0,1980
1967,Krasnodar,Russia,784048.0,2013
4611,Can Tho,Vietnam,783122.0,2009
6650,Indianapolis,United States,782429.0,2000
6295,San Jose,United States,782248.0,1990
7958,São Luís,Brazil,781068.0,1996
4071,Qom,Iran,780453.0,1994
8203,São Gonçalo,Brazil,779832.0,1991
5238,Niigata,Japan,779483.0,2000
8405,Guarulhos,Brazil,777921.0,1991
4072,Qom,Iran,777677.0,1996
6068,Mérida,Mexico,777615.0,2010
